Id,Sales
349,5195.31
350,8199.195
351,7196.85625
352,6240.35
353,7008.07625
354,7084.6
355,10059.055
356,4256.641111111111
357,6457.55
358,7378.791428571429
359,7997.08
360,13373.4
361,4941.53
362,14700.34
363,8470.765
364,4791.52875
365,3949.87
366,6047.875
367,7708.74
368,5339.99875
369,7324.365
370,7047.3
371,4568.925
372,7197.21
373,3431.49
374,8825.03
375,7011.44
376,8960.505
377,8178.809499999999
378,5215.75
379,9124.95
380,6814.51
381,4925.89375
382,7377.556833333333
383,6148.93
384,10972.36
385,6337.961428571429
386,4666.115
387,7717.955
388,8154.4
389,7094.395
390,6487.515
391,8379.37
392,5394.615
393,5598.625
394,6983.305
395,8351.105
396,6104.18
397,5980.8
398,6128.49
399,4891.65
400,3722.085
401,5685.39
402,10535.855
403,8573.2
404,10641.965
405,11464.94
406,7995.735
407,6189.675
408,4795.655
409,9643.015
410,9925.155
411,8758.09
412,8768.18
413,7891.19
414,5930.99
415,3713.48
416,11332.31
417,5338.495
418,6062.49
419,7763.39
420,3240.22
421,11622.195
422,5281.225
423,5056.865
424,4731.45
425,6090.43
426,6512.27
427,9195.205
428,6367.495
429,4908.85
430,6362.995
431,4266.77
432,3626.965
433,6926.58
434,16671.175
435,5479.715
436,5352.455
437,6758.975
438,5260.97
439,5660.435
440,4947.225
441,3968.585
442,8712.985
443,6838.815
444,4422.185
445,8157.49
446,5742.9
447,4612.635
448,8075.435
449,8453.1
450,9701.12
451,5587.49
452,7154.125
453,4885.52
454,5093.91
455,14724.875
456,7057.425
457,6387.9
458,5790.105
459,4839.32
460,5925.395
461,5467.9
462,11771.82
463,4982.815
464,6475.195
465,6649.56
466,4638.14
467,6396.63
468,7496.34
469,9812.055
470,7161.97
471,4057.065
472,6197.865
473,6328.17
474,9190.135
475,8606.035
476,6292.795
477,5441.915
478,6372.33
479,6046.795
480,4454.835
481,7231.775
482,7279.655
483,6374.965
484,6018.015
485,6438.34
486,10606.395
487,5452.515
488,6227.615
489,8016.35
490,6751.045
491,11913.31
492,7639.485
493,4805.295
494,11968.59
495,6648.7
496,3467.995
497,7891.99
498,14664.94
499,10117.31
500,5853.945
501,5930.375
502,6850.53
503,7264.92
504,5458.84
505,8717.635
506,3718.485
507,6183.5
508,6503.235
509,5604.68
510,5427.835
511,7133.305
512,8627.075
513,4810.72
514,8726.43
515,6761.525
516,8651.805
517,6038.03
518,7572.625
519,6473.54
520,7820.165
521,7986.98
522,5548.485
523,7959.605
524,10128.955
525,7335.55
526,4119.36
527,3768.51
528,8108.995
529,6318.485
530,8157.435
531,7076.42
532,5754.2
533,8514.415
534,6798.74
535,6922.53
536,8886.33
537,5835.58
538,8435.275
539,10568.73
540,7781.415
541,4779.53
542,7533.73
543,5521.73
544,0.0
545,8422.565
546,7296.59
547,8602.935
548,6142.905
549,9109.08
550,7255.55
551,10601.3
552,4820.7
553,6666.5
554,6128.335
555,8141.46
556,7642.23
557,7071.555
558,7381.99
559,10528.565
560,7207.55
561,6976.695
562,5655.765
563,4866.335
564,5163.93
565,9996.74
566,9553.745
567,6571.45
568,15423.13
569,6345.72
570,7275.82
571,6156.86
572,7756.5
573,8475.9
574,6709.905
575,8018.39
576,7626.63
577,8491.425
578,7020.385
579,6042.805
580,5791.44
581,6491.4
582,4183.675
583,5328.165
584,8321.445
585,15962.73
586,6654.5
587,5081.57
588,6733.87
589,4290.945
590,6177.14
591,4224.67
592,8703.99
593,6200.005
594,6093.255
595,13409.165
596,10995.12
597,6740.405
598,8299.46
599,3935.3
600,6120.99
601,5313.98
602,4897.69
603,4853.84
604,4033.85
605,6509.95
606,5756.445
607,8677.76
608,6701.425
609,3492.94
610,7067.085
611,7818.055
612,7942.98
613,4867.895
614,4363.11
615,8015.04
616,5719.805
617,9151.95
618,4776.81
619,4951.145
620,6892.235
621,5704.695
622,4114.745
623,6465.115
624,8330.645
625,9472.64
626,9044.395
627,5858.72
628,4105.4
629,5600.245
630,8882.39
631,4866.635
632,6717.215
633,6203.005
634,13976.45
635,7407.15
636,6230.92
637,8189.39
638,4820.295
639,8593.355
640,6446.535
641,13073.285
642,6224.11
643,5297.1
644,4988.55
645,4391.97
646,7575.995
647,10676.21
648,4278.435
649,5114.52
650,10339.865
651,6529.58
652,7049.265
653,8046.55
654,6184.37
655,8412.815
656,4931.97
657,9207.91
658,5733.385
659,7234.84
660,7088.215
661,4155.645
662,7430.305
663,5404.335
664,3801.06
665,8278.193000000001
666,8222.86875
667,4414.36
668,7297.285
669,7126.535
670,4623.615
671,8782.075
672,6225.01
673,9021.91
674,5003.515
675,5174.52
676,6276.765
677,0.0
678,7459.955
679,4540.885
680,6121.535
681,4423.135
682,8848.655
683,6253.02
684,6797.85
685,7004.91
686,7762.77
687,7350.42
688,7322.972
689,6840.555
690,8510.26
691,9085.74
692,6615.175
693,3527.705
694,5601.01
695,7226.03
696,5150.955
697,6446.225
698,5920.055
699,6612.125
700,11037.775
701,6511.645
702,4434.805
703,12949.775
704,9895.08
705,5460.9
706,9078.71
707,10163.805
708,9257.72
709,5357.94
710,6534.185
711,6699.045
712,6925.15
713,6947.5
714,4822.923333333333
715,6040.895
716,7443.355
717,7252.075
718,7676.055
719,5995.755
720,6878.775
721,4792.28
722,8446.885
723,7057.355
724,6845.346
725,6386.072916666666
726,6886.37
727,9691.585
728,5650.86
729,5895.995
730,6550.78
731,7110.635
732,6726.66
733,4672.795
734,4006.365
735,7765.0
736,6601.635
737,5584.16
738,7833.96
739,7904.845
740,6667.2
741,5361.915
742,3896.31
743,7265.58
744,6116.8
745,6209.68
746,10092.6
747,8784.54
748,4523.625
749,9325.025
750,4069.3
751,3481.78
752,7300.7
753,12555.105
754,8282.195
755,6770.785
756,6179.14
757,6665.965
758,9322.305
759,5995.505
760,7698.24
761,5741.19
762,4584.085
763,5252.995
764,5309.58
765,5718.155
766,4693.07
767,4965.42
768,4115.27
769,7622.01
770,6961.365
771,6169.49
772,6160.15
773,6974.665
774,5616.425
775,5770.335
776,8610.645
777,8275.865
778,8278.71
779,4138.715
780,13417.17
781,6609.325
782,5827.42
783,10487.235
784,8488.38
785,7379.1
786,5856.17
787,7248.64
788,9201.175
789,15360.66
790,4935.88
791,4887.555
792,5614.47
793,6987.26
794,7677.92
795,7698.935
796,8819.84
797,7188.63
798,4392.855
799,6506.14
800,7845.175
801,4772.985
802,6714.235
803,4424.135
804,7468.34
805,8033.075
806,7203.875
807,10284.635
808,6312.1
809,5956.49
810,6548.53
811,6966.7925
812,8282.57
813,7196.485454545455
814,7405.22
815,6447.44
816,4358.715
817,9281.685
818,5122.7
819,10642.81
820,5498.75
821,4195.065
822,6858.29
823,6337.525
824,7404.6159375
825,7079.874330357143
826,3832.66
827,4509.455
828,7340.745
829,8862.12
830,8792.755
831,5031.585
832,6248.605
833,6766.83
834,6210.66
835,5871.265
836,9255.66
837,8703.725
838,12662.17
839,4966.795
840,5712.655
841,0.0
842,8616.41
843,5517.62
844,10508.07
845,7048.83
846,5170.69
847,6398.255
848,4684.28
849,5313.155
850,6838.7
851,5780.695
852,5025.665
853,8622.51
854,7131.68
855,19322.29
856,6556.93
857,4796.005
858,8101.85
859,8965.705
860,6244.845
861,6754.82
862,5866.675
863,9183.15
864,8777.135
865,6258.615
866,5519.335
867,7007.02
868,8744.01
869,7017.495
870,9218.14
871,5777.265
872,5263.3
873,5723.305
874,9544.69
875,10481.13
876,10698.11
877,7692.63
878,5016.23
879,6304.46
880,5296.155
881,7406.09
882,10144.065
883,10488.525
884,6007.255
885,5311.45
886,4825.275
887,6918.005
888,11493.535
889,7000.495
890,5294.94
891,6988.44
892,8401.76
893,3823.91
894,7607.79
895,4294.795
896,7859.83
897,7987.61
898,5493.67
899,7417.655
900,7586.99
901,5345.135
902,6413.085
903,7208.235
904,10760.5
905,5632.69
906,8379.355
907,7829.235
908,9615.855
909,6605.73
910,9667.88
911,6029.135
912,4676.005
913,6645.41
914,5925.87
915,8186.29
916,7768.46
917,5732.115
918,7354.28
919,7828.6
920,9521.01
921,3940.35
922,14340.29
923,5422.9
924,6846.355
925,8919.96
926,6312.67
927,5894.935
928,6380.075
929,7415.07
930,5344.54
931,6154.405
932,8291.925
933,7613.0
934,7832.145
935,5000.705
936,7030.835
937,7294.47
938,6459.47
939,4726.185
940,6351.49
941,6051.785
942,6432.435
943,8013.671666666666
944,4062.525
945,8119.126666666666
946,6866.14
947,7301.725
948,7789.82
949,4403.565
950,5956.545
951,6470.92
952,7937.685
953,11374.49
954,5082.46
955,4678.31
956,7923.53
957,6190.635
958,7689.595
959,9500.305
960,8074.21
961,7923.545
962,5851.36
963,4398.17
964,7372.55
965,9670.705
966,9154.045
967,8439.115
968,8175.575
969,6628.35
970,8647.975
971,6491.25
972,8422.565
973,9044.35
974,8215.55
975,10610.23
976,7786.09
977,8816.385
978,5856.72
979,6962.105
980,8423.34
981,6658.025
982,5008.81
983,5761.765
984,8207.3
985,6087.8
986,5469.375
987,8515.625
988,7381.36
989,6602.615
990,6212.88
991,5718.89
992,7632.115
993,7341.14
994,8147.5
995,5341.325
996,5913.04
997,6280.984166666666
998,4520.275
999,6202.175
1000,4657.94
1001,9081.005
1002,8046.975
1003,7259.23
1004,5782.652857142857
1005,6742.495
1006,5240.727857142857
1007,10734.345
1008,7733.53
1009,8432.26
1010,8003.665
1011,4904.87
1012,5953.345
1013,5913.465
1014,7308.55
1015,12659.01
1016,5561.26
1017,3321.545
1018,5827.235
1019,9297.95
1020,8850.915
1021,8163.91
1022,7609.035
1023,4910.245
1024,5952.81
1025,3660.31
1026,5165.955
1027,5938.11
1028,7557.365
1029,7568.42
1030,7863.25
1031,8111.55
1032,8836.983333333334
1033,7566.71
1034,6243.49
1035,9422.74
1036,11531.79
1037,6243.19
1038,8274.43
1039,4938.025
1040,6266.53
1041,4273.9
1042,9040.535
1043,5546.035
1044,10099.545
1045,7508.96
1046,8621.665
1047,8432.935
1048,5259.515
1049,9177.575
1050,18449.205
1051,11143.975
1052,5736.98
1053,2825.42
1054,6095.075
1055,9558.385
1056,5756.27
1057,12496.325
1058,17612.87
1059,3880.865
1060,5258.4
1061,8393.325
1062,6223.935
1063,10223.995
1064,7209.01
1065,7419.53
1066,3481.59
1067,8859.09
1068,6286.52
1069,7419.98
1070,7086.33
1071,6014.26
1072,5962.595
1073,7841.82
1074,6543.335
1075,5701.16
1076,8559.465
1077,7087.855
1078,5883.65
1079,7459.005
1080,6541.485
1081,5882.33
1082,8029.12
1083,7993.66
1084,11201.93
1085,7190.5
1086,7628.275
1087,5905.96
1088,4148.91
1089,12771.75
1090,8751.37
1091,5590.67
1092,4818.455
1093,9200.985
1094,7177.52
1095,9308.725
1096,7195.025
1097,5785.64
1098,5458.06
1099,4486.6
1100,9579.125
1101,5713.385
1102,8298.13
1103,15363.04
1104,7394.965
1105,6311.215
1106,4959.165
1107,4962.045
1108,6769.635
1109,4228.205
1110,5746.25
1111,10728.985
1112,5339.3
1113,16070.625
1114,14783.255
1115,4500.355
1116,7140.005
1117,6266.55
1118,6942.84
1119,5800.345
1120,5422.675
1121,7355.155
1122,9400.545
1123,5409.225
1124,7332.095
1125,4702.71
1126,10182.97
1127,6862.37
1128,5782.765
1129,6312.734166666667
1130,5557.325
1131,8221.41888888889
1132,9552.16
1133,5685.51875
1134,10367.29
1135,6277.92
1136,11354.815
1137,5683.55
1138,6455.4
1139,5788.2
1140,10416.21
1141,6836.775
1142,7036.48
1143,7231.615
1144,8786.22
1145,4589.06
1146,8061.59
1147,6846.57
1148,4371.845
1149,15944.105
1150,17769.535
1151,9459.69
1152,7197.175
1153,9197.01
1154,10468.76
1155,11365.715
1156,5825.165
1157,7645.465
1158,5625.445
1159,8395.01
1160,3997.97
1161,6073.795
1162,6077.015
1163,6443.83
1164,7558.45
1165,5456.87
1166,5168.905
1167,6495.79
1168,4709.45
1169,4470.9
1170,5843.045
1171,7241.59
1172,9351.98
1173,9360.945
1174,8656.745
1175,5702.555
1176,6224.29
1177,11232.82
1178,8647.025
1179,5419.2
1180,6634.495
1181,7914.705
1182,4732.94
1183,6810.87
1184,3632.76
1185,5582.805
1186,8702.255
1187,7667.05
1188,8473.48
1189,8929.19
1190,8773.8
1191,12633.76
1192,6197.78
1193,11249.16
1194,3019.415
1195,5494.46
1196,6789.825
1197,4244.935
1198,8743.39
1199,5571.615
1200,5152.22
1201,8731.57
1202,12032.395
1203,7827.97
1204,5794.57
1205,5354.67
1206,9555.39
1207,8143.8775
1208,6330.595
1209,7722.7225
1210,7135.59
1211,10772.58
1212,4930.53
1213,6612.04
1214,8017.71
1215,8959.68
1216,13781.96
1217,5484.335
1218,15462.55
1219,8491.275
1220,5297.741666666666
1221,3259.7
1222,6302.55
1223,7497.67
1224,5936.326666666666
1225,6892.5
1226,7081.75
1227,4296.6
1228,7211.35
1229,3853.56
1230,8622.57
1231,7195.42
1232,8969.46
1233,8667.772833333333
1234,4958.285
1235,9592.715
1236,7205.025
1237,5552.921666666666
1238,6701.106833333333
1239,7112.125
1240,11135.56
1241,6504.821428571428
1242,5225.14
1243,8622.98
1244,8359.23
1245,6724.44
1246,6867.63
1247,8937.745
1248,5407.63
1249,5521.67
1250,6885.26
1251,7906.35
1252,5992.76
1253,6127.635
1254,6036.875
1255,4962.535
1256,3883.19
1257,5304.995
1258,10479.48
1259,8367.855
1260,11136.285
1261,11809.285
1262,8025.36
1263,6536.74
1264,5010.88
1265,9984.53
1266,9862.865
1267,8668.945
1268,8787.28
1269,8013.315
1270,6063.595
1271,4007.965
1272,12673.99
1273,5487.52
1274,6252.47
1275,7394.315
1276,3462.245
1277,11770.745
1278,5459.215
1279,5231.445
1280,4723.065
1281,6219.29
1282,6646.49
1283,9932.08
1284,6385.495
1285,4891.395
1286,6485.6
1287,4999.085
1288,3466.39
1289,7027.785
1290,17802.19
1291,5358.86
1292,5214.33
1293,7261.21
1294,5312.56
1295,5842.39
1296,4534.36
1297,4324.02
1298,8368.795
1299,6774.695
1300,4882.265
1301,8694.965
1302,6679.675
1303,4849.46
1304,8297.57
1305,8722.56
1306,10245.91
1307,6331.95
1308,7160.66
1309,4864.32
1310,4980.32
1311,16454.8
1312,6758.195
1313,6047.01
1314,5893.42
1315,4880.705
1316,6093.345
1317,4345.305
1318,9735.725
1319,5417.765
1320,6725.135
1321,7143.12
1322,4962.105
1323,6606.12
1324,7546.66
1325,9730.685
1326,7321.695
1327,4007.79
1328,6432.415
1329,6894.82
1330,9759.78
1331,8505.93
1332,6862.045
1333,5635.09
1334,6948.235
1335,6543.795
1336,4466.855
1337,7277.565
1338,7225.815
1339,6662.27
1340,6312.61
1341,6805.805
1342,10605.235
1343,5635.015
1344,6252.775
1345,7974.35
1346,6447.98
1347,11721.97
1348,7551.175
1349,5074.305
1350,11767.44
1351,6120.88
1352,3909.69
1353,8762.075
1354,16423.15
1355,10511.715
1356,5885.355
1357,5667.48
1358,7146.22
1359,7684.385
1360,5560.815
1361,8615.695
1362,3568.0
1363,6492.56
1364,6613.755
1365,6170.355
1366,5325.435
1367,7405.365
1368,9527.005
1369,5008.095
1370,9339.4
1371,6917.285
1372,9085.345
1373,6092.435
1374,8193.705
1375,6587.045
1376,7810.61
1377,8916.925
1378,3842.355
1379,7893.75
1380,10212.39
1381,7369.525
1382,4550.97
1383,3706.77
1384,8345.955
1385,6873.41
1386,8400.93
1387,6770.75
1388,5676.555
1389,8172.95
1390,6984.095
1391,6715.445
1392,8928.46
1393,5782.32
1394,8522.99
1395,10550.97
1396,8167.505
1397,4882.7
1398,7658.315
1399,5554.44
1400,0.0
1401,8393.76
1402,7103.05
1403,8978.99
1404,6363.195
1405,9002.185
1406,8007.235
1407,12449.865
1408,4823.005
1409,6556.255
1410,6154.23
1411,8658.28
1412,7714.1
1413,7535.74
1414,7718.865
1415,10882.035
1416,7181.485
1417,6737.2
1418,5458.565
1419,4880.31
1420,4659.96
1421,10333.595
1422,10070.785
1423,6743.745
1424,15208.24
1425,6261.93
1426,7517.095
1427,6308.28
1428,8056.94
1429,8743.595
1430,6779.75
1431,7918.18
1432,8091.43
1433,8720.565
1434,6485.385
1435,5576.475
1436,5724.19
1437,6454.205
1438,4402.765
1439,5523.385
1440,8614.245
1441,16457.895
1442,6936.5
1443,5192.885
1444,7629.395
1445,4363.475
1446,6150.855
1447,4013.37
1448,9343.84
1449,6200.81
1450,6464.34
1451,13529.825
1452,11069.25
1453,6811.83
1454,7938.58
1455,3728.4
1456,6286.035
1457,5815.885
1458,4870.435
1459,4651.155
1460,3978.635
1461,6656.24
1462,5872.8
1463,8924.92
1464,6364.27
1465,3393.96
1466,6913.365
1467,7837.575
1468,8132.28
1469,5377.715
1470,4624.895
1471,7815.85
1472,5851.325
1473,9116.225
1474,4378.195
1475,4924.89
1476,6934.045
1477,6081.6
1478,3975.01
1479,6928.255
1480,8893.91
1481,9550.015
1482,10278.29
1483,5534.695
1484,4202.385
1485,5877.135
1486,9213.63
1487,4710.995
1488,6700.87
1489,6543.49
1490,14161.16
1491,8658.4
1492,6532.995
1493,8078.21
1494,5206.18
1495,8282.69
1496,6848.475
1497,13767.055
1498,6070.245
1499,5708.41
1500,5037.82
1501,4179.435
1502,8218.33
1503,11092.065
1504,4989.46
1505,4767.22
1506,9895.73
1507,6637.535
1508,7441.13
1509,7910.555
1510,6021.895
1511,8612.02
1512,4979.66
1513,9417.13
1514,5871.305
1515,7484.495
1516,7966.935
1517,5146.94
1518,8333.08
1519,5778.625
1520,3733.925
1521,9333.071666666667
1522,9072.661666666667
1523,4989.475
1524,6940.575
1525,6854.015
1526,4717.21
1527,9091.885
1528,5925.8
1529,8527.16
1530,4801.11
1531,5238.54
1532,7407.9
1533,0.0
1534,7533.05
1535,4996.345
1536,6028.875
1537,4637.23
1538,9101.655
1539,6266.655
1540,6811.6025
1541,6904.81
1542,7527.895
1543,6897.86
1544,7723.927
1545,7944.94
1546,9496.27
1547,9336.63
1548,6938.445
1549,3430.51
1550,6688.7
1551,7470.47
1552,6223.91
1553,6360.635
1554,5931.125
1555,6460.915
1556,11069.115
1557,6333.535
1558,4427.365
1559,13235.235
1560,10228.145
1561,5651.53
1562,9622.545
1563,9619.875
1564,8919.815
1565,5579.0
1566,6683.695
1567,6759.83
1568,6720.025
1569,6967.23
1570,5101.655
1571,6560.15
1572,7374.515
1573,7612.075
1574,8370.32
1575,6258.98
1576,7177.065
1577,4164.67
1578,8453.195
1579,7295.735
1580,5986.665
1581,6598.99
1582,6898.7
1583,9692.245
1584,5725.635
1585,6080.445
1586,6252.165
1587,7243.67
1588,7255.595
1589,5051.155
1590,4277.705
1591,9192.11
1592,6625.81
1593,5864.383333333332
1594,7977.085
1595,7996.73
1596,8118.045
1597,4979.83
1598,3948.525
1599,7136.21
1600,6213.325
1601,6414.44
1602,10917.365
1603,9889.955
1604,4664.17
1605,8043.405
1606,4312.15
1607,3436.125
1608,7524.195
1609,14742.905
1610,7655.665
1611,6841.48
1612,5675.75
1613,7309.255
1614,9634.94
1615,6346.195
1616,7669.885
1617,6450.505
1618,4796.335
1619,5638.425
1620,5293.865
1621,5991.595
1622,4769.965
1623,5003.19
1624,4282.2
1625,7879.945
1626,7226.895
1627,6423.53
1628,6096.11
1629,7169.065
1630,6131.14
1631,6278.485
1632,8745.305
1633,8705.01
1634,8345.84
1635,4372.13
1636,13759.848333333335
1637,6206.265
1638,6004.15
1639,11380.73
1640,9076.985
1641,7697.785
1642,5770.32
1643,7252.13
1644,9794.29
1645,16296.645
1646,5321.125
1647,5129.195
1648,4969.275
1649,6681.085
1650,7601.255
1651,7997.31
1652,8652.96
1653,7227.045
1654,4159.14
1655,6654.36
1656,7757.47
1657,4946.28
1658,6812.9
1659,4608.985
1660,7613.005
1661,8250.88
1662,7194.74
1663,10812.12
1664,6760.86
1665,5631.25
1666,6214.01
1667,6910.42
1668,8522.485
1669,6760.02
1670,6993.235
1671,6537.975
1672,4486.445
1673,9263.755
1674,5113.37
1675,10198.15
1676,5669.28
1677,4921.075
1678,7188.63
1679,6138.14
1680,7689.835
1681,7969.575
1682,3872.075
1683,4787.35
1684,8061.545
1685,9490.43
1686,10215.12
1687,5763.42
1688,6064.675
1689,6904.595
1690,6250.58
1691,5546.88
1692,9381.445
1693,8891.765
1694,12563.57
1695,5197.115
1696,5847.295
1697,0.0
1698,8013.98
1699,5630.65
1700,10491.725
1701,7511.435
1702,5250.735
1703,6364.53
1704,4983.055
1705,5418.1
1706,7058.405
1707,5906.32
1708,5156.45
1709,9053.485
1710,6947.86
1711,19641.18
1712,6600.97
1713,5111.665
1714,8794.66
1715,11429.96
1716,7020.04
1717,7626.3
1718,6334.555
1719,8771.715
1720,8921.95
1721,6332.125
1722,6220.805
1723,6950.68
1724,9405.685
1725,7976.065
1726,7172.705
1727,6714.095
1728,5820.14
1729,6581.755
1730,10347.095
1731,11031.735
1732,12144.38
1733,8613.41
1734,6393.03
1735,6599.82
1736,5521.545
1737,8748.945
1738,10926.185
1739,9063.265
1740,7077.775
1741,5732.55
1742,5960.745
1743,9196.79
1744,10990.64
1745,7821.17
1746,5287.745
1747,6108.54
1748,8251.765
1749,4236.935
1750,8180.42
1751,4722.565
1752,6631.97
1753,7100.015
1754,6097.14
1755,7830.575
1756,7160.725
1757,5609.36
1758,7814.21
1759,7498.255
1760,11326.065
1761,6230.535
1762,9016.93
1763,8004.655
1764,9707.095
1765,6803.77
1766,11185.98
1767,6269.11
1768,5616.33
1769,7175.815
1770,6599.95
1771,8293.01
1772,7818.095
1773,6535.365
1774,7481.295
1775,6688.15
1776,11575.69
1777,4449.03
1778,14195.16
1779,5999.21
1780,6924.175
1781,9607.2
1782,6673.2
1783,6466.315
1784,7319.89
1785,7740.925
1786,5924.38
1787,6134.215
1788,7399.73
1789,7868.61
1790,8841.765
1791,5429.365
1792,7744.07
1793,7607.575
1794,7200.1
1795,5274.895
1796,6891.37
1797,6043.855
1798,6833.93
1799,8125.025
1800,4564.32
1801,8336.3
1802,6858.635
1803,7474.27
1804,8280.94
1805,5382.54
1806,6403.935
1807,6349.095
1808,8436.065
1809,11705.545
1810,5585.17
1811,4780.19
1812,7959.71
1813,6196.72
1814,8339.775
1815,10012.095
1816,7841.845
1817,8585.605
1818,6671.29
1819,4705.195
1820,7998.68
1821,9214.725
1822,10340.695
1823,8479.93
1824,8285.195
1825,7812.34
1826,8616.755
1827,6707.755
1828,9378.885
1829,9757.175
1830,8158.81
1831,11879.77
1832,8316.79
1833,7242.945
1834,7013.93
1835,7426.21
1836,8286.4
1837,7587.965
1838,4703.97
1839,6126.355
1840,8907.365
1841,7203.435
1842,5816.055
1843,10714.975
1844,7355.8
1845,6319.24
1846,6755.08
1847,5843.555
1848,9033.045
1849,7786.685
1850,8812.355
1851,6440.01
1852,6146.775
1853,6772.16
1854,4537.86
1855,7707.39
1856,5858.87
1857,8674.375
1858,8539.065
1859,6602.67
